,code,ergp_line_item,status,amount,mda_code,agency,mother_ministry
4346,ERGP1245858,CONSTRUCTION AND FURNISHING OF A BLOCK OF 6 CLASSROOMS IN IBADAN NORTHWEST LOCAL GOVERNMENT OF IBADAN NORTHWEST/IBADAN SOUTHWEST,ONGOING,140000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4347,ERGP1245859,"PROVISION OF 3 IN 1 INTEGRATED SOLAR POWER STREET LIGHTS IN IBADAN NORTHWEST/IBADAN SOUTHWEST FEDERAL CONSTITUENCY, IBADAN, OYO STATE",ONGOING,140000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4348,ERGP1245860,"CONSTRUCTION OF ROADS IN IBADAN NORTHWEST/ IBADAN SOUTHWEST FEDERAL CONSTITUENCY, IBADAN, OYO STATE",ONGOING,280000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4349,ERGP1245861,"PROVISION OF GRANTS FOR TRADERS, PENSIONERS, SENIOR CITIZENS IN SURULERE 2 FEDERAL CONSTITUENCY, LAGOS STATE",ONGOING,140000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4350,ERGP1245862,AGRICULTURAL BUSINESS SUPPORT IN AKAMKPA/BIASE FEDERAL CONSTITUENCY CROSS RIVER STATE.,ONGOING,70000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4351,ERGP1245864,"STRATEGIC EMPOWERMENT FOR WOMEN AND YOUTHS IN EKITI CENTRAL FEDERAL CONSTITUTENCY II, EKITI STATE",ONGOING,70000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4352,ERGP1245865,"SUPPLY OF MOTORCYCLES AT HADEJIA FEDERAL CONSTITUENCY, JIGAWA STATE
",ONGOING,70000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4353,ERGP1245866,"SUPPLY OF MOTORCYCLES AT KAFIN HAUSA/AUYO FEDERAL CONSTITUENCY, JIGAWA STATE",ONGOING,70000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4354,ERGP1245867,SUPPLY AND INSTALLATION OF SOLAR STREETLIGHTS ACROSS SOUTHWEST. SANDCRETE BLOCKS (NORMAL BLOCKS),ONGOING,210000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4355,ERGP1245869,"SUPPLY AND INSTALLATION OF SOLAR STREETLIGHTS IN ODO- OTIN/IFELODUN/BORIPE FEDERAL CONSTITUENCY, OSUN STATE.",ONGOING,70000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4356,ERGP1245870,EMPOWERMENT MATERIALS FOR YOUTH AND WOMEN IN KANO MUNICIPAL FEDERAL CONSTITUENCY KANO STATE,ONGOING,140000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4357,ERGP1245873,"BUSINESS SUPPORT GRANT FOR TRADERS IN ADO/IREPODUN-IFELODUN FEDERAL CONSTITUENCY, EKITI STATE",ONGOING,70000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4358,ERGP1245875,"SUPPLY AND INSTALLATION OF SOLAR STREET LIGHT ALONG ONDO/OKITIPUPA ROAD, ORE, MAYOWA IN ODIGBO LOCAL GOVERNMENT OF ONDO STATE",ONGOING,35000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4359,ERGP1245876,PURCHASE AND SUPPLY OF SECURITY OPERATIONAL VEHICLE FOR EKITI SOUTH WEST/IKERE/ISE-ORUN FEDERAL CONSTITUENCY 1,ONGOING,140000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4360,ERGP1245877,EDUCATIONAL SUPPLIES TO SELECTED SECONDARY SCHOOL IN EKITI SOUTH WEST/IKERE/ISE-ORUN FEDERAL CONSTITUENCY 1,ONGOING,70000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4361,ERGP1245916,SKILL ACQUISITION FOR WOMEN AND YOUTH IN EKITI SOUTH WEST/IKERE/ISE-ORUN FEDERAL CONSTITUENCY 1,ONGOING,105000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4362,ERGP1245917,SUPPLY OF MOTOR CYCLES TO SELECTED PEOPLE IN EKITI SOUTH WEST/IKERE/ISE- ORUN FEDERAL CONSTITUENCY 1,ONGOING,119000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4363,ERGP1245918,"DATA PROTECTION CAPACITY DEVELOPMENT TRAINING FOR YOUTHS IN IBADAN NORTH WEST, IBADAN SOUTH WEST FEDERAL CONSTITUENCY, OYO STATE",ONGOING,94500000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4364,ERGP1245919,"CYBER SECURITY AWARENESS TRAINING FOR YOUTHS IN IBADAN NORTH WEST, IBADAN SOUTH WEST FEDERAL CONSTITUENCY",ONGOING,70259027.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4365,ERGP1245920,"SUPPLY AND EMPOWERMENT OF ITEMS TO YOUTHS IN OWO/OSE FEDERAL CONSTITUENCY, ONDO STATE",ONGOING,140000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4366,ERGP1245921,"SUPPLY MOTORCYCLE IN KATSINA CENTRAL FEDERAL CONSTITUENCY
",ONGOING,35000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4367,ERGP1245922,"FREE MEDICAL OUTREACH IN ITU/IBIONO IBOM FEDERAL CONSTITUENCY,AKWA IBOM STATE/",ONGOING,35000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4368,ERGP1245923,"PROVISION OF SOLAR STREETIGHTS WITHN ONDOEAST/WEST RURAL COMMUNITIES, ONDO STATE",ONGOING,21082629.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4369,ERGP1245924,"PROVISION OF SOLAR STREET LIGHT IN KAFUR KAFUR LOCAL GOVERNMENT AREA. MALUMFASHI/KAFUR FEDERAL CONSTITUENCY, KATSINA STATE.",ONGOING,330907917.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4370,ERGP1245925,"PROVISION AND INSTALLATION OF SOLAR STREET LIGHTS AT OKE ISOKUN, OYO STATE
",ONGOING,175000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4371,ERGP1245926,SUPPLY OF VARIOUS EMPOWERMENT MATERIALS TO OWO LOCAL GOVERNMENT OF ONDO STATE,ONGOING,280000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4372,ERGP1245927,SUPPLY OF VARIOUS EMPOWERMENT MATERIALS TO ISE LOCAL GOVERNMENT OF ONDO STATE,ONGOING,280000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4373,ERGP1245928,"SUPPLY AND INSTALLATION OF SOLAR-POWERED STREET LIGHTS IN IGUSHIN/IGBATORO, AKURE SOUTH LGA, ONDO STATE.",ONGOING,7000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4374,ERGP1245929,"DISTRIBUTION OF AGRICULTURAL GRAINS ACROSS ONDO CENTRAL SENATORIAL DISTRICT, ONDO STATE.",ONGOING,105000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4375,ERGP1245930,"CONSTRUCTION AND EQUIPPING OF LIVESTOCK FARM AT GOVERNMENT SCIENCE COLLEGE IYIN EKITI, EKITI STATE",ONGOING,175000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4376,ERGP1245931,"PROVISION OF EMPOWERMENT MATERIALS TO YOUTHS AND WOMEN IN LAGOS EAST
",ONGOING,84000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4377,ERGP1245933,"CONSTRUCTION AND FURNISHING NSCDC TRAINING SCHOOL, NATON FUSA, JOS EAST PLATEAU STATE",ONGOING,560000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4378,ERGP1245934,CONSTRUCTION OF SOLAR POWERED BOREHOLES IN SELECTED SECONDARY SCHOOLS IN BAUCHI SOUTH SENATORIAL DISTRICT,ONGOING,140000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4379,ERGP1245935,SUPPLY OF AGRICULTURAL IMPLEMENTS TO AID FARMERS IN BAUCHI SOUTH SENATORIAL DISTRICT,ONGOING,105000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4380,ERGP1245936,PROVISION OF ELECTRICITY AND TRANSFORMERS TO TSE-GIRGI IN LOGO LGA OF BENUE NORTH EAST SENATORIAL DISTRICT,ONGOING,70000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4381,ERGP1245937,PROCUREMENT AND INSTALLATION OF TRANSFORMERS ACROSS COMMUNITIES IN DELTA NORTH SENATORIAL DISTRICT,ONGOING,350000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4382,ERGP1245938,CONSTRUCTION OF ICT CENTERS IN SELECTED COMMUNITIES IN DELTA NORTH SENATORIAL DISTRICT,ONGOING,140000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4383,ERGP1245939,PROCUREMENT OF TRACTORS AND EQUIPMENT FOR FARMERS ACROSS DELTA NORTH SENATORIAL DISTRICT,ONGOING,280000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4384,ERGP1245940,CONSTRUCTION OF 1 KM ACCESS ROAD IN IDUMUJE UGBOKO IN DELTA NORTH SENATORIAL DISTRICT,ONGOING,175000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4385,ERGP1245941,CONSTRUCTION AND RENOVATION OF CLASSROOM BLOCKS IN SCHOOLS ACROSS SELECTED COMMUNITIES IN DELTA NORTH SENATORIAL DISTRICT,ONGOING,210000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4386,ERGP1245942,ESTABLISHMENT OF FISH FARMS AND PROCUREMENT OF FERTILIZERS ACROSS DELTA NORTH SENATORIAL DISTRICT,ONGOING,140000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4387,ERGP1245943,CONSTRUCTION OF MARKETS (OPEN AND LOCKED UP STORES) ACROSS DELTA NORTH SENATORIAL DISTRICT,ONGOING,105000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4388,ERGP1245944,"SUPPLY OF AGRICULTURAL IMPLEMENTS, FERTILIZER, PESTICIDES AND HERBICIDES TO FARMERS ACROSS SELECTED TOWNS IN EKITI NORTH SENATORIAL DISTRICT, EKITI",ONGOING,210000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4389,ERGP1245945,"COMPLETION AND EQUIPPING OF ICT CENTRE AT OMUO EKITI, EKITI EAST LOCAL GOVERNMENT OF EKITI SOUTH SENATORIAL DISTRICT, EKITI STATE.",ONGOING,175000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4390,ERGP1245946,"COMPLETION OF CIVIC CENTER, IN ISE EKITI, EKITI SOUTH SENATORIAL DISTRICT, EKITI STATE",ONGOING,140000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4391,ERGP1245947,"RENOVATION AND RECONSTRUCTION OF PALACES ACROSS THE 6 LGA IN EKITI SOUTH SENATORIAL DISTRICT, EKITI STATE.",ONGOING,350000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4392,ERGP1245948,CONSTRUCTION AND FURNISHING OF SCHOOLS IN SELECTED COMMUNITIES IN KOGI EAST SENATORIAL DISTRICT,ONGOING,280000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4393,ERGP1245949,REHABILITATION OF FARM/COMMUNITY ROADS AND EROSION CONTROL IN SEVERAL LOCATIONS WITHIN OGUN CENTRAL SENATORIAL DISTRICT (2 LOTS),ONGOING,700000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4394,ERGP1245950,"REHABILITATION OF OLADEINDE JOSEPH STREET IN OGUN EAST SENATORIAL DISTRICT, OGUN STATE.",ONGOING,280000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4395,ERGP1245951,"REPAIR OF 18 KILOMETER AKINFOSILE-EREKITI ASPHALT OVERLAY IN ONDO SOUTH SENATORIAL DISTRICT, ONDO STATE",ONGOING,490000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4396,ERGP1245952,"PURCHASE OF TRACTORS AND AGRICULTURAL INPUTS TO FARMERS IN ONDO SOUTH SENATORIAL DISTRICT, ONDO STATE",ONGOING,140000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4397,ERGP1245953,"SUPPLY AND INSTALLATION OF TRANSFORMERS ACROSS ONDO CENTRAL SENATORIAL DISTRICT, ONDO STATE.",ONGOING,350000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4398,ERGP1245954,"INSTALLATION OF SOLAR STREET LIGHTS IN ONDO CENTRAL SENATORIAL DISTRICT, ONDO STATE.",ONGOING,175000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4399,ERGP1245955,"REHABILITATION OF INNER ROADS IN GEDU SCHEME, OYO (PHASE 1) OYO CENTRAL SENATORIAL DISTRICT, OYO STATE",ONGOING,280000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4400,ERGP1245956,"REHABILITATION OF INNER ROADS IN GEDU SCHEME, OYO (PHASE 2) OYO CENTRAL SENATORIAL DISTRICT, OYO STATE",ONGOING,280000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4401,ERGP1245957,"CONSTRUCTION OF A BLOCK OF 6 CLASSROOM WITH TOILET AND OFFICE AT TEMIDIRE COMMUNITY HIGH SCHOOL, ERUWA, IBADAN EAST LGA, OYO SOUTH",ONGOING,35000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4402,ERGP1245958,"STRATEGIC EMPOWERMENT FOR MEN AND WOMEN IN AMAGU,OBIOHA,OSINA, AMANATO AND VAROUS RURAL COMMUNITIES IN NIGERIA",ONGOING,2450000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4403,ERGP1245959,"EMPOWERMENT SUPPORT WITH ELECTRIC INDUSTRIAL SEWING MACHINE FOR FASHION DESIGNERS THROUGH COOPERATIVE SOCIETIES, MAKE UP BOX AND MAKE UP KITS,",ONGOING,2240000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4404,ERGP1245960,SUPPLY OF MINI BUSES FOR MASS TRANSIT FOR SELECTED LOCAL GOVERNMENT AREA IN THE FEDERATION,ONGOING,2170000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4405,ERGP1245961,PROVISION OF TRICYCLES AND MOTOR CYCLES FOR POVERTY ALLEVIATION OF SELECTED COMMUNITIES ACROSS 6 (SIX) GEO-POLITICAL ZONE,ONGOING,2870000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4406,ERGP1245962,PROCUREMENTOF HAIRDRESSING EQUIPMENTS TO VARIOUS COOPERATIVE SOCIETIES IN SELECTED COMMUNITIES SOUTH SOUTH REGION,ONGOING,350000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4407,ERGP1245963,"SKILL ACQUISITION IN FISHING, RICE PROCESSING, CASSAVA PROCESSING FOR LARGE SCALE FARMING IN SELECTED COMMUNITIES IN SOUTH SOUTH REGION",ONGOING,1400000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4408,ERGP1245964,PRODUCTION OF BREEDER AND FOUNDATION GRAINS OF SELECTED HORTICULTURAL CROP IN SOUTHERN STATE (LOT 1-10),ONGOING,700000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4409,ERGP1245965,"PROVISION OF DIALYSIS MACHINES, AMBULANCE AND OTHER MEDICAL EQUIPMENTS TO THE DIALYSIS CENTRE, IYIN EKITI, EKITI STATE",ONGOING,700000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4410,ERGP1245966,"CONSTRUCTION OF MODERN DIAGNOSTIC CENTRE IN EKSU TEACHING HOSPITAL, ADO EKITI, EKITI STATE",ONGOING,350000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4411,ERGP1245967,"PROVISION OF SOLAR STREET LIGHTS IN SELECTED COMMUNITIES IN KANKARA LOCAL GOVERNMENT, KATSINA STATE",ONGOING,700000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4412,ERGP1245968,"FURSHING OF MALE AND FEMALE HOSTELS AT GOVERNMENT SCIENCE COLLEGE, IYIN EKITI IN EKITI STATE",ONGOING,280000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4413,ERGP1245969,"CONSTRUCTION, FURNISHING AND EQUIPPING OF SCIENCE LABORATORY AT GOVERNMENT SCIENCE COLLEGE, IYIN EKITI",ONGOING,595000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4414,ERGP1245970,"PROVISION OF AMBULANCE, GENERATOR AND MEDICAL EQUIPMENTS AT INTENSIVE CARE UNIT & AMENITIES CENTRE, ARAMOKO EKITI, EKITI STATE",ONGOING,350000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4415,ERGP1245971,"PROVISION OF AMBULANCE, GENERATOR AND MEDICAL EQUIPMENTS AT INTENSIVE CARE UNIT & AMENITIES CENTRE, IJERO EKITI, EKITI STATE",ONGOING,350000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4416,ERGP1245972,"PERIMETER FENCING, LANDSCAPPING AND PROVISION OF FURNITURE & DRUGS AT INTENSIVE CARE UNIT & AMENITIES CENTRE, IYIN EKITI, EKITI STATE",ONGOING,350000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4417,ERGP1245973,"CAPACITY BUILDING FOR YOUTHS AND WOMEN IN EKITI WEST, ADO AND IJERO LGAS, EKITI STATE",ONGOING,210000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4418,ERGP1245974,"SUPPLY OF EMPOWERMENT KITS IN ADO AND IREPODUN/IFELODUN LGA, EKITI STATE
",ONGOING,175000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4419,ERGP1245975,"VOCATIONAL TRAINING AND EMPOWERMENT IN EKITI WEST, IJERO AND EFON
",ONGOING,210000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4420,ERGP1245976,"SUPPLY OF FARM INPUTS IN SELECTED COMMUNITIES OF EKITI CENTRAL SENATORIAL DISTRICT, EKITI STATE",ONGOING,175000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4421,ERGP1245977,"TRAINING AND EMPOWERMENT OF YOUTHS IN ICT IN EKITI STATE
",ONGOING,210000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4422,ERGP1245978,"EQUIPPING OF COMPUTER BASED TEST CENTRE IN GOVERNNENT SCIENCE COLLEGE, IYIN EKITI. EKITI STATE",ONGOING,245000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4423,ERGP1245979,"PROVISION OF SOLAR POWERED BOREHOLES IN IGEDE, ADO AND IYIN, EKITI STATE
",ONGOING,210000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4424,ERGP1245980,"SUPPLY OF GRAINS TO IJERO, EFON ALAYE AND EKITI WEST LGAS, EKITI STATE
",ONGOING,210000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4425,ERGP1245981,"ENTREPRENEURSHIP TRAINING FOR YOUTHS AND WOMEN IN EFON, EKITI STATE
",ONGOING,140000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4426,ERGP1245982,"SUPPLY OF EPOWERMENT ITEMS TO INDIGENT WOMEN IN IREPODUN/IFELODUN AND ADO LGAS, EKITI STATE",ONGOING,210000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4427,ERGP1245983,"ENTREPRENEURSHIP TRAINING FOR YOUTHS AND WOMEN IN EKITI WEST AND IJERO, EKITI STATE",ONGOING,210000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4428,ERGP1245984,"PROVISION OF MEDICAL OUTREACH AND SENSITIZATION PROGRAMME IN IPOTI, EKA META, IRUNSIN FARMING COMMUNITIES",ONGOING,140000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4429,ERGP1245985,"MEDICAL OUTREACH AND DISTRIBUTION OF DRUGS FOR SELECTED IN ITA AWURE, OSEMO, IJURIN,IGIRIGIRI,ADO FARMING COMMUNITIES",ONGOING,70000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4430,ERGP1245986,"EDUCATION SUPPORT AND EMPOWERMENT OF UNDERGRADUATES OF AGBORO, ERINIJIYAN,ILORO, AWO, AGO-ASO COMMUNITIES",ONGOING,280000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4431,ERGP1245987,"SKILL LEVEL DEVELOPMENT AND PROVISION OF STARTER KITS FOR UNEMPLOYED YOUTH AND EMPOWERMENT IN FARMING COMMUNITIES OF IDOFIN,ESURE,IWAJI,",ONGOING,140000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4432,ERGP1245988,"ENHANCEMENT TRAINING FOR SMALL HOLDERS BUSINESS IN RURAL FARMING COMMUNITIES OF OBA AYETORO, ILAMUO, ARAROMI OBO,IPOTI",ONGOING,140000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4433,ERGP1245989,"SKILL ACQUISITION TRAINING FOR WOMEN AND YOUTH IN ALAWAYE,IDO ILE, UREJE FARMING COMMUNITIES",ONGOING,140000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4434,ERGP1245990,"VOCATIONAL SKILL/EMPOWERMENT TO FARMERS AND MARKET WOMEN IN SELECTED FARMING COMMUNITIES OF ALAGBA MESAN, OROKUTA, IKORO, EKA META",ONGOING,140000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4435,ERGP1245991,"ARTISANAL MANPOWER DEVELOPMENT FOR COOPERATIVE SOCIETIES IN TEMIDIRE, ALAHUN, IDOFIN, IWAJI COMMUNITIES",ONGOING,140000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4436,ERGP1245992,"PURCHASE OF OPERATIONAL AND SECURITY VEHICLES FOR EMPOWERMENT PROJECT FOR SELECTED FARMIN COMMUNITIES OF ADO EKITI, IDOFIN,IGIMO,TEMIDIRE",ONGOING,140000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4437,ERGP1245993,"PROVISION OF SECURITY VEHICLES TO SOME SELECTED AREAS TO EHNACE SECURITY PATROL IN COMMUNITIES OF EKA META, IGEDE,ITA ODO,ITA EWURE",ONGOING,140000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4438,ERGP1245994,"PROVISION OF SECURITY VEHICLES TO SOME SECURITY AGENCIES TO ENHANCE SECURITY PATROL IN COMMUNITIES OF IPOTI, IJERO, IROKO",ONGOING,140000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4439,ERGP1245995,"PROVISION OF SECURITY VEHICLES TO SOME SELECTED AREAS TO SUPPORT SECURITY EFFORTS IN RURAL FARMING COMMUNITIES OF IKOGOSI, OKEMESI,IPOLE,ILORO",ONGOING,140000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4440,ERGP1245996,"PROVISION OF SECURITY VEHICLES TO SOME SELECTED AREAS TO EHNACE SECURITY PATROL IN COMMUNITIES OF IROPORA,EYIO EKITI,ESURE, IWOROKO,ORUN",ONGOING,140000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4441,ERGP1245997,CONSTRUCTION OF A BLOCK OF 12 CLASSROOMS IN RURAL FARMING COMMUNITY OF EFON ALAYE,ONGOING,350000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4442,ERGP1245998,CONSTRUCTION OF A BLOCK OF 12 CLASSROOMS IN RURAL FARMING COMMUNITY OF ARAMOKO,ONGOING,350000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4443,ERGP1245999,CONSTRUCTION OF A BLOCK OF 12 CLASSROOMS IN RURAL FARMING COMMUNITY OF ADO EKITI,ONGOING,350000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4444,ERGP1246000,CONSTRUCTION OF A BLOCK OF 12 CLASSROOMS IN RURAL FARMING COMMUNITY OF OKEMESI,ONGOING,350000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4445,ERGP1246001,CONSTRUCTION OF A BLOCK OF 12 CLASSROOMS IN RURAL FARMING COMMUNITY OF IYIN EKITI,ONGOING,350000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4446,ERGP1246002,"FURNISHING & EQUIPPING OF BLOCK OF CLASSROOMS IN EFON ALAYE
",ONGOING,210000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4447,ERGP1246003,"FURNISHING & EQUIPPING OF BLOCK OF CLASSROOMS IN ARAMOKO
",ONGOING,210000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4448,ERGP1246004,"FURNISHING & EQUIPPING OF BLOCK OF CLASSROOMS IN ADO EKITI
",ONGOING,210000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4449,ERGP1246005,"FURNISHING & EQUIPPING OF BLOCK OF CLASSROOMS IN OKEMESI
",ONGOING,210000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4450,ERGP1246006,"FURNISHING & EQUIPPING OF BLOCK OF CLASSROOMS IN IYIN EKITI
",ONGOING,210000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4451,ERGP1246007,CONSTRUCTION OF RURAL MARKET STALL (OPEN & CLOSE SHOPS)/ INSTALLATION OF SOLAR LIGHT & BOREHOLE IN SELECTED FARMING COMMUNITIES OF EFON ALAYE,ONGOING,490000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4452,ERGP1246008,CONSTRUCTION OF RURAL MARKET STALL (OPEN & CLOSE SHOPS)/ INSTALLATION OF SOLAR LIGHT & BOREHOLE IN SELECTED FARMING COMMUNITIES IJERO(LOT1-2),ONGOING,490000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4453,ERGP1246009,"PROVISION OF MEDICAL EQUIPMENT/DRUGS TO SELECTED HEALTHCARE CENTRE AND HOSPITAL IN AGBORO,ISOKOWA ,UREJE,AFAO FARMING COMMUNITIES",ONGOING,140000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
4454,ERGP1246010,"PROVISION OF MEDICAL EQUIPMENT/DRUGS TO SOME SELECTED HEALTHCARE CENTRE AND HOSPITAL IN IWAJI,ARAROMI FARMING COMMUNITIES",ONGOING,70000000.0,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,
