code,ergp_line_item,status,amount,mda_code,agency,mother_ministry
ERGP30241046,"SENSITIZATION AND AWARENESS PROGRAMS WITH EMPOWERMENT TO YOUTH AGAINST DRUG ABUSE AND CYBER CRIMES IN IFO/EWEKORO FEDERAL CONSTITUENCY,",ONGOING,"175,000,000",252048001,UPPER NIGER RBDA,
ERGP3231539,"FEASIBILITY STUDIES FOR DAM CONSTRUCTION ACROSS GUZAN RIVER, EDATI LGA, NIGER STATE.",ONGOING,"3,500,000",252048001,UPPER NIGER RBDA,
ERGP5109447,"MONITORING AND EVALUATION OF WATER RESOURCES PROJECTS
",ONGOING,"28,000,000",252048001,UPPER NIGER RBDA,
ERGP5139448,"CONSTRUCTION OF AGAIE/LAPAI IRRIGATION SCHEME
",ONGOING,"35,000,000",252048001,UPPER NIGER RBDA,
ERGP5139503,ENHANCING IRRIGATION POTENTIAL IN NIGER STATE THROUGH LAND CLEARING AND DREDGING OF WATERWAYS,ONGOING,"31,500,000",252048001,UPPER NIGER RBDA,
ERGP5139511,ENHANCING IRRIGATION POTENTIAL IN KADUNA STATE THROUGH LAND CLEARING AND DREDGING OF WATERWAYS,ONGOING,"31,500,000",252048001,UPPER NIGER RBDA,
ERGP5139518,ENHANCING IRRIGATION POTENTIAL IN FCT STATE THROUGH LAND CLEARING AND DREDGING OF WATERWAYS,ONGOING,"31,500,000",252048001,UPPER NIGER RBDA,
ERGP5159595,"UPSCALING OF FACILITIES AT THE SONGHAI MODEL FARM CENTRE,MINNA
",ONGOING,"49,000,000",252048001,UPPER NIGER RBDA,
ERGP5175740,PROVISION OF ACCESS ROAD TO SULEJA PROJECT OFFICE AND FENCING OF STAFF QUARTERS.,ONGOING,"35,000,000",252048001,UPPER NIGER RBDA,
ERGP5175757,HUMAN CAPITAL DEVELOPMENT FOR YOUTHS FOR POVERTY ERADICATION THROUGH SONGHAI ACTIVITIES,ONGOING,"35,000,000",252048001,UPPER NIGER RBDA,
ERGP5175769,"REHABILITATION AND MAINTENANCE OF PROJECT AND AREA OFFICES IN NIGER, KADUNA AND FCT",ONGOING,"56,000,000",252048001,UPPER NIGER RBDA,
ERGP5191725,"DEVELOPMENT OF BONU VILLAGE IRRIGATION SCHEME
",ONGOING,"28,000,000",252048001,UPPER NIGER RBDA,
ERGP5215706,DEVELOPMENT OF SMALL-SCALE IRRIGATION SCHEMES IN FADAMA AREAS FOR INCREASED FOOD PRODUCTION ALONG RIVER NIGER AND MAJOR TRIBUTARIES AT,ONGOING,"105,000,000",252048001,UPPER NIGER RBDA,
ERGP5215710,CONSTRUCTION AND REHABILITATION OF MAJOR IRRIGATION INFRASTRUCTURE: CANALS AND TERTIARY STRUCTURES FOR INCREASED FOOD PRODUCTION ALONG,ONGOING,"35,000,000",252048001,UPPER NIGER RBDA,
ERGP5215713,PROVISION OF SOLAR-POWERED IRRIGATION SYSTEMS IN IRRIGATION SCHEMES FOR SUSTAINABLE FOOD PRODUCTION ALONG RIVER NIGER AND MAJOR TRIBUTARIES AT,ONGOING,"35,000,000",252048001,UPPER NIGER RBDA,
ERGP5215717,PROVISION OF ADEQUATE EXTENSION SERVICE SYSTEMS IN IRRIGATION SCHEMES FOR INCREASED FOOD PRODUCTION. ALONG RIVER NIGER AND MAJOR TRIBUTARIES AT,ONGOING,"35,000,000",252048001,UPPER NIGER RBDA,
ERGP5231523,"MAINTENANCE OF RAFIN YASHI IRRIGATION SCHEME
",ONGOING,"14,000,000",252048001,UPPER NIGER RBDA,
ERGP5231526,"UPSCALING OF UNRBDA PLANT NURSERY
",ONGOING,"21,000,000",252048001,UPPER NIGER RBDA,
ERGP5231536,"FARM INPUTS FOR FARMERS IN NIGER, KADUNA A
",ONGOING,"35,000,000",252048001,UPPER NIGER RBDA,
ERGP5231548,"AGRO BASED SKILLS ACQUISITION AND EMPOWERMENT PROGRAMME FOR YOUTH IN ETSAKO EAST, WEST AND CENTRAL LGAs IN ETSAKO FEDERAL CONSTITUENCY, EDO",ONGOING,"7,000,000",252048001,UPPER NIGER RBDA,
ERGP5231555,"ESTABLISHMENT OF AGRO COMMODITIES MARKET AT THE AUTHORITY'S HEADQUARTERS ESTATE,MINNA (PHASE I)",ONGOING,"35,000,000",252048001,UPPER NIGER RBDA,
ERGP5231557,"PROVISION OF FARM INPUTS FOR FARMERS IN ETSAKO EAST, WEST AND CENTRAL COMMUNITIES, ETSAKO FEDERAL CONSTITUENCY, EDO STATE.",ONGOING,"7,000,000",252048001,UPPER NIGER RBDA,
ERGP5240950,CONSTRUCTION AND REHABILITATION OF EXISTING IRRIGATION SCHEMES IN THE CATCHMENT AREAS OF UPPER NIGER RIVER BASIN DEVELOPMENT AUTHORITY TO,ONGOING,"2,800,000,000",252048001,UPPER NIGER RBDA,
ERGP5240959,"CONSTRUCTION AND REHABILITATION OF AGRICULTURAL INFRASTRUCTURE (CANALS, RURAL ACCESS ROADS) TO SUPPORT FOOD PRODUCTION AND ACCESS TO MARKET IN",ONGOING,"2,800,000,000",252048001,UPPER NIGER RBDA,
ERGP5240969,PROVISION OF MECHANIZATION (LAND PREPARATION AND POSTHARVEST EQUIPMENT) AND ADEQUATE EXTENSION SERVICE SYSTEMS IN THE CATCHMENT AREAS OF UPPER,ONGOING,"3,500,000,000",252048001,UPPER NIGER RBDA,
ERGP5240974,"EXPANSION, DESILTING AND PROVISION OF IRRIGATION CHANNELS IN SELECTED LOCATIONS IN NORTH WESTERN NIGERIA (MULTIPLE LOTS)",ONGOING,"1,400,000,000",252048001,UPPER NIGER RBDA,
ERGP5241043,"ESSAN DAM AND IRRIGATION SCHEME IN GBAKO LGA , NIGER STATE
",ONGOING,"700,000,000",252048001,UPPER NIGER RBDA,
ERGP5241056,SUPPLY OF FOOD ITEMS TO ADDRESS FOOD SECURITY IN THE AFFECTED SECURITY CHALLENGED COMMUNITIES IN A FEDERAL CONSTITUENCY OF KATSINA CENTRAL,ONGOING,"210,000,000",252048001,UPPER NIGER RBDA,
ERGP5241066,"PROVISION AND SUPPLY OF FERTILIZER TO FARMERS IN GAMAWA FEDERAL CONSTITUENCY, BAUCHI STATE.",ONGOING,"35,000,000",252048001,UPPER NIGER RBDA,
ERGP5241068,"PROVISION AND SUPPLY OF IRRIGATION WATER PUMP MACHINES TO FARMERS IN GAMAWA FEDERAL CONSTITUENCY, BAUCHI STATE.",ONGOING,"35,000,000",252048001,UPPER NIGER RBDA,
ERGP5241085,"TRAINING AND EMPOWERMENT ON SKILL ACQUISITION IN OHIMINI LGA, OTUKPO/ OHIMINI FEDERAL CONSTITUENCY",ONGOING,"70,000,000",252048001,UPPER NIGER RBDA,
ERGP5241092,"SUPPLY OF EMPOWERMENT MATERIALS IN OTUKPO/OHIMINI FEDERAL CONSTITUENCY
",ONGOING,"56,000,000",252048001,UPPER NIGER RBDA,
ERGP5241134,"SUPPLY OF IRRIGATION PUMPS TO FARMERS IN BAUCHI SOUTH SENATORIAL DISTRICT.
",ONGOING,"35,000,000",252048001,UPPER NIGER RBDA,
ERGP6231537,"MAINTENANCE OF AGRO-TOURISM FACILITIES AROUND RAFIN YASHI DAM
",ONGOING,"10,500,000",252048001,UPPER NIGER RBDA,
ERGP7109515,"CONTRACT LIABILITIES FOR THE PERIOD 2012-2021
",ONGOING,"35,000,000",252048001,UPPER NIGER RBDA,
ERGP8241073,"TRAINING AND EMPOWERMENT FOR THE PEOPLE OF OTUKPO/OHIMINI FEDERAL CONSTITUENCY, BENUE STATE",ONGOING,"175,000,000",252048001,UPPER NIGER RBDA,
ERGP8241079,"SUPPLY OF EMPOWERMENT ITEMS IN KATSINA CENTRAL FEDERAL CONSTITUENCY
",ONGOING,"14,000,000",252048001,UPPER NIGER RBDA,
ERGP8241107,"TRAINING AND EMPOWERMENT IN LIVESTOCK FARMING FOR WOMEN AND YOUTH IN IYIAWU VILLAGE, ONITSHA",ONGOING,"21,000,000",252048001,UPPER NIGER RBDA,
ERGP8241109,"TRAINING AND EMPOWERMENT OF SMALL-SCALE FARMERSIN MODERN AGRICULTURAL SKILLS IN EHIME-MBANO LGA, IMO STATE",ONGOING,"21,000,000",252048001,UPPER NIGER RBDA,
ERGP8241110,"TRAINING OF WOMEN AND YOUTH ON FISH PRODUCTION TO BOOST FOOD PRODUCTION IN UMUAGHA EZIAMA OBIATO MBAITOLI LGA, IMO STATE",ONGOING,"21,000,000",252048001,UPPER NIGER RBDA,
ERGP8241138,EMPOWERMENT OF WOMEN IN THE FCT SENATORIAL DISTRICT WITH HOUSEHOLD ITEMS.,ONGOING,"35,000,000",252048001,UPPER NIGER RBDA,
ERGP8241141,PROVISION OF EMPOWERMENT MATERIALS TO WOMEN AND YOUTH IN BAUCHI SOUTH SENATORIAL DISTRICT,ONGOING,"35,000,000",252048001,UPPER NIGER RBDA,
ERGP8241143,"TRAINING OF SELECTED YOUTHS ON ICT IN NORTH-CENTRAL GEO-POLITICAL ZONE
",ONGOING,"35,000,000",252048001,UPPER NIGER RBDA,
ERGP10241211,PROVISION AND INSTALLATION OF SOLAR STREET LIGHT IN SECURITY CHALLENGED FEDERAL CONSTITUENCIES IN KATSINA STATE,ONGOING,"140,000,000",252049001,NATIONAL WATER RESOURCES INSTITUTE- KADUNA,
ERGP10241221,CONSTRUCTION OF SECURITY ILLUMINATED IN SECURITY CHALLENGED AREAS ACROSS NORTH CENTRAL GEO-POLITICAL ZONE,ONGOING,"350,000,000",252049001,NATIONAL WATER RESOURCES INSTITUTE- KADUNA,
ERGP10241222,CONSTRUCTION AND PROVISION OF SURVEILLANCE ILLUMINATION IN SECURITY CHALLENGED AREAS WITHIN NORTH WEST ZONE,ONGOING,"346,850,000",252049001,NATIONAL WATER RESOURCES INSTITUTE- KADUNA,
ERGP10241231,"PROVISION AND INSTALLATION OF SOLAR STREETLIGHTS ACROSS SURULERE FEDERAL CONSTITUENCY I, LAGOS STATE",ONGOING,"140,000,000",252049001,NATIONAL WATER RESOURCES INSTITUTE- KADUNA,
ERGP10241236,CONSTRUCTION OF RENEWABLE ENERGY ILLUMINATION IN SURULERE 1 AND OTHER AREAS,ONGOING,"24,444,000",252049001,NATIONAL WATER RESOURCES INSTITUTE- KADUNA,
ERGP1136311,"PROCUREMENT OF 3 POJECT VEHICLES AND 1 SALOON 2018 MODEL
",ONGOING,"161,823,445",252049001,NATIONAL WATER RESOURCES INSTITUTE- KADUNA,
ERGP12226801,"RESURFACING OF MAIN INSTITUTE ROADS AND PROVISION OF COVER PARKING AREAS.
",ONGOING,"14,197,870",252049001,NATIONAL WATER RESOURCES INSTITUTE- KADUNA,
ERGP15226586,ENHANCING AND INSTITUTIONALISATION OF REFORM AND HUMAN CAPITAL DEVELOPMENT ONÂ ANTICORRUPTION,ONGOING,"7,744,292",252049001,NATIONAL WATER RESOURCES INSTITUTE- KADUNA,
ERGP16104176,"HUMAN CAPITAL DEVELOPMENT AND PURCHASE OF SPORTING EQUIPMENT
",ONGOING,"21,458,144",252049001,NATIONAL WATER RESOURCES INSTITUTE- KADUNA,
ERGP16104178,MONITORING AND EVALUATION/ORGANIZATION AND CONDUCT OF SERVICOM ACTIVITIES,ONGOING,"13,830,442",252049001,NATIONAL WATER RESOURCES INSTITUTE- KADUNA,
ERGP19104179,"RESERVOUR SEDIMENTATION STUDIES
",ONGOING,"19,102,588",252049001,NATIONAL WATER RESOURCES INSTITUTE- KADUNA,
ERGP19104180,"EROSION & FLOOD CONTROL
",ONGOING,"18,683,106",252049001,NATIONAL WATER RESOURCES INSTITUTE- KADUNA,
ERGP19104181,"ERECTION OF FLOOD MARKS ACCROSS NIGERIA
",ONGOING,"19,574,722",252049001,NATIONAL WATER RESOURCES INSTITUTE- KADUNA,
ERGP19105390,WATERSHED MANAGEMENT STUDIES CLIMATE CHANGE AND RESEARCH STUDIES ON RIVER ETHIOPE (SOUTH - SOUTH) AND OTHER STATES ACROSS THE COUNTRY,ONGOING,"17,163,714",252049001,NATIONAL WATER RESOURCES INSTITUTE- KADUNA,
ERGP19105417,"URBAN/SEMI URBAN SEWAGE AND WASTE WATER MANAGEMENT
",ONGOING,"16,109,984",252049001,NATIONAL WATER RESOURCES INSTITUTE- KADUNA,
ERGP20227214,"STUDIES ON MORPHOMETRIC CHARACTERISTICS OF NIGERIAN RIVER BASINS
",ONGOING,"9,680,366",252049001,NATIONAL WATER RESOURCES INSTITUTE- KADUNA,
ERGP20227285,PRODUCTION OF MAPS OF THE GROUNDWATER POTENTIAL AND HYDROGEOMORPHIC & ENVIRONMENTAL FEATURES OF THE BASIN IN NIGERIA,ONGOING,"15,327,246",252049001,NATIONAL WATER RESOURCES INSTITUTE- KADUNA,
ERGP22103380,"PURCHASE OF SECURITY EQUIPMENT
",ONGOING,"37,085,694",252049001,NATIONAL WATER RESOURCES INSTITUTE- KADUNA,
ERGP22103501,MONITORING AND PUBLIC AWARENESS SENSITIZATION ON WATER HARZARD AND PUBLIC HEALTH,ONGOING,"10,164,384",252049001,NATIONAL WATER RESOURCES INSTITUTE- KADUNA,
ERGP23102502,"SUPPLY OF LIBRARY BOOKS, JOURNALS, EQUIPMENT AND PUBLICATION OF DOCUMENTS",ONGOING,"11,723,136",252049001,NATIONAL WATER RESOURCES INSTITUTE- KADUNA,
ERGP23103376,"PROCUREMENT OF WORKSHOP AND LABORATORY EQUIPMENTS AND MATERIALS, RIVER FLOW GUAGING EQUIPMENT, METEOROLOGICAL EQUIPMENT, SURVEYING AND",ONGOING,"44,239,271",252049001,NATIONAL WATER RESOURCES INSTITUTE- KADUNA,
ERGP23103494,"CONDUCT OF NATIONAL WATER RESOURCES WASH PROGRAMME; RESEARCH IN WATER SECTOR AND COLLOBORATION WITH PARTNER UNIVERSITIES IN IRWM PGD, MSC AND",ONGOING,"16,195,891",252049001,NATIONAL WATER RESOURCES INSTITUTE- KADUNA,
ERGP23104177,"PROCUREMENT OF OFFICE FURNITURE AND FITTINGS SUPPLIED AND INSTALLED
",ONGOING,"15,972,603",252049001,NATIONAL WATER RESOURCES INSTITUTE- KADUNA,
ERGP23105405,"ACCREDITATION OF ND AND HND PROGRAMMES BY NBTE
",ONGOING,"17,059,609",252049001,NATIONAL WATER RESOURCES INSTITUTE- KADUNA,
ERGP23226543,"ESTABLISHMENT OF WMO REGIONAL TRAINING CENTRE
",ONGOING,"10,107,154",252049001,NATIONAL WATER RESOURCES INSTITUTE- KADUNA,
ERGP23226699,"CONSTRUCTION OF 300 SEAT LECTURE THEATRE IN THE INSTITUTE
",ONGOING,"66,362,559",252049001,NATIONAL WATER RESOURCES INSTITUTE- KADUNA,
ERGP23226728,"CONSTRUCTION OF NEW STUDENTS HOSTEL IN THE INSTITUTE
",ONGOING,"48,401,828",252049001,NATIONAL WATER RESOURCES INSTITUTE- KADUNA,
ERGP23226889,STUDIES ON DEVELOPMENT OF INNOVATIVE TECHNOLOGIES IN WATER RESOURCES MANAGEMENT.,ONGOING,"9,357,687",252049001,NATIONAL WATER RESOURCES INSTITUTE- KADUNA,
ERGP23230133,"UPGADING OF INSTITUTE'S GIS, DATA BANK AND REMOTE SENSING FACILITIES
",ONGOING,"16,100,000",252049001,NATIONAL WATER RESOURCES INSTITUTE- KADUNA,
ERGP24241208,SUPPLY OF INSTRUCTIONAL MATERIALS WITHIN DANKAMA DISTRICT PRIMARY SCHOOLS,ONGOING,"17,500,000",252049001,NATIONAL WATER RESOURCES INSTITUTE- KADUNA,
ERGP27103170,REHABILITATION OF STAFF QUARTERS; FURNISHING OF THE THE HOUSES; PAINTING THE HOUSES INCLUDING THE BLOCK OF FLATS AND 3 NOS. BOYS QUARTERS,ONGOING,"24,015,141",252049001,NATIONAL WATER RESOURCES INSTITUTE- KADUNA,
ERGP27103369,"REHABILITATION OF OFFICES (ADMIN BLOCK AND ACADEMIC DEPARTMENTS),, CLASS ROOMS AND SHORT COURSE ROOM",ONGOING,"19,901,523",252049001,NATIONAL WATER RESOURCES INSTITUTE- KADUNA,
ERGP28103179,"ORGANIZATION OF ANNUAL NATIONAL WATER CONFERENCE
",ONGOING,"23,604,384",252049001,NATIONAL WATER RESOURCES INSTITUTE- KADUNA,
ERGP28104168,COUNTERPART FUNDING FOR UNESCO REGIONAL CENTRE FOR INTEGRATED RIVER BASIN MANAGEMENT (RC-IRBM),ONGOING,"106,322,682",252049001,NATIONAL WATER RESOURCES INSTITUTE- KADUNA,
ERGP28227193,ENHANCEMENT OF RURAL WATER SUPPLY AND SANITATION THROUGH INSTITUTIONAL ASSESSMENT AND CAPACITY DEVELOPMENT FOR EFFECTIVE WASH SERVICES DELIVERY,ONGOING,"10,325,723",252049001,NATIONAL WATER RESOURCES INSTITUTE- KADUNA,
ERGP28241218,INSTALLATION OF SOLAR POWERED BOREHOLES IN IFELODUN AND OYUN LGAs OF KWARA STATE,ONGOING,"70,000,000",252049001,NATIONAL WATER RESOURCES INSTITUTE- KADUNA,
ERGP28241227,"PROVISION OF SOLAR POWERED BOREHOLES IN ZANGO KATAF/JABA FEDERAL CONSTITUENCY, KADUNA STATE",ONGOING,"141,400,000",252049001,NATIONAL WATER RESOURCES INSTITUTE- KADUNA,
ERGP28241246,"CONSTRUCTION OF SOLAR POWERED BOREHOLE, SECURITY LIGHT AN THUNDER ARRESTOR IN SOME SELECTED AREA IN IBADAN",ONGOING,"70,000,000",252049001,NATIONAL WATER RESOURCES INSTITUTE- KADUNA,
ERGP29105399,DEVELOPMENT AND OPERATION OF ICT FACILITIES AND UPGRADING OF LIBRARY FACILITIES OF THE INSTITUTE,ONGOING,"23,272,813",252049001,NATIONAL WATER RESOURCES INSTITUTE- KADUNA,
ERGP29226829,"NATIONAL WATER INFORMATION SYSTEM (NAWIS)
",ONGOING,"10,003,044",252049001,NATIONAL WATER RESOURCES INSTITUTE- KADUNA,
ERGP30102476,"ASSESSMENT OF VIABILITY OF IRRIGATION SCHEMES PROGRAMME
",ONGOING,"14,424,876",252049001,NATIONAL WATER RESOURCES INSTITUTE- KADUNA,
ERGP30102482,"DEVELOMENT OF DEMONSTRATION AND RESEARCH IRRIGATION SCHEMES
",ONGOING,"17,709,196",252049001,NATIONAL WATER RESOURCES INSTITUTE- KADUNA,
ERGP30103496,"PURCHASE OF CUSTOMIZED BOAT AND ACCESSORIES FOR BATHYMETRIC SURVEYS
",ONGOING,"12,649,011",252049001,NATIONAL WATER RESOURCES INSTITUTE- KADUNA,
ERGP30105397,"NATIONAL ASSESSMENT OF DRINKING WATER QUALITY PROGRAMME
",ONGOING,"16,436,374",252049001,NATIONAL WATER RESOURCES INSTITUTE- KADUNA,
ERGP30105413,"IMPLEMENTATION OF RESEARCH COLLOBORATION MOUs WITH EXTERNAL BODIES
",ONGOING,"17,366,986",252049001,NATIONAL WATER RESOURCES INSTITUTE- KADUNA,
ERGP30105425,COMPLETION OF INVESTIGATION AND PROVISION OF PORTABLE WATER TO CHRONIC KIDNEY DISEASE PRONE AREAS,ONGOING,"17,068,520",252049001,NATIONAL WATER RESOURCES INSTITUTE- KADUNA,
ERGP30226445,"NATIONAL GROUNDWATER QUALITY ASSESSMENT PROGRAMME
",ONGOING,"14,395,160",252049001,NATIONAL WATER RESOURCES INSTITUTE- KADUNA,
ERGP30226476,GROUND WATER MODELLING FOR UNDERSTANDING THE GROUNDWATER BEHAVIOUR IN THE COUNTRY,ONGOING,"15,811,264",252049001,NATIONAL WATER RESOURCES INSTITUTE- KADUNA,
ERGP3226611,"PEDAGOGICAL SUPPORT FOR TRAINING
",ONGOING,"37,768,951",252049001,NATIONAL WATER RESOURCES INSTITUTE- KADUNA,
ERGP3226927,MANPOWER AND RESEARCH SUB-COMMITTEE ON NATIONAL COUNCIL OF WATER RESOURCES,ONGOING,"9,940,000",252049001,NATIONAL WATER RESOURCES INSTITUTE- KADUNA,
ERGP3227122,RESEARCH AND DEVELOPMENT ON ECOHYDRLOGICAL SYSTEMATIC SOLUTION FOR MANAGING LAND AND WATER RESOURCES IN NIGERIA,ONGOING,"11,293,760",252049001,NATIONAL WATER RESOURCES INSTITUTE- KADUNA,
ERGP5105410,"SONGHAI INTEGRATED FARMING SYSTEM
",ONGOING,"18,067,433",252049001,NATIONAL WATER RESOURCES INSTITUTE- KADUNA,
ERGP5226952,RESEARCH AND DEVELOPMENT ON APPROPRIATE FARM MACHINERIES AND POST HARVEEST TECHNOLOGIES FOR IRRIGATED AGRICULTURE IN NIGERIA,ONGOING,"10,432,207",252049001,NATIONAL WATER RESOURCES INSTITUTE- KADUNA,
ERGP5241225,CONSTRUCTION OF HYDROPONIC GREENHOUSES AND LANDSCAPING OF THE FARM CENTRE AT GWAKO,ONGOING,"73,150,000",252049001,NATIONAL WATER RESOURCES INSTITUTE- KADUNA,
ERGP5241235,"SUPPLY OF FERTILIZERS AND AGROM INPUTS TO FARMERS IN BURUKU LGA, BENUE STATE",ONGOING,"10,500,000",252049001,NATIONAL WATER RESOURCES INSTITUTE- KADUNA,
ERGP7104164,MONITORING AND EVALUATION OF INSTITUTE PROJECTS WHICH INCLUDE PROJECTS/PROGRAMMES SITE,ONGOING,"16,004,981",252049001,NATIONAL WATER RESOURCES INSTITUTE- KADUNA,
ERGP7105402,"PROVISION FOR OUTSTANDING PAYMENTS
",ONGOING,"38,012,730",252049001,NATIONAL WATER RESOURCES INSTITUTE- KADUNA,
ERGP7226654,"STRENTHENING AND ESTABLISHMENT/COLLABORATION WITH STAKEHOLDERS ON BUDGET, ACCOUNTS AND AUDIT MATTERS",ONGOING,"37,237,139",252049001,NATIONAL WATER RESOURCES INSTITUTE- KADUNA,
ERGP7227251,"PROVISION FOR BUDGET PREPARATION AND REPORTING.
",ONGOING,"13,254,795",252049001,NATIONAL WATER RESOURCES INSTITUTE- KADUNA,
ERGP8102490,"RESEARCH AND DEVELOPMENT PROJECT FOR WATER AND FOOD SECURITY
",ONGOING,"16,731,285",252049001,NATIONAL WATER RESOURCES INSTITUTE- KADUNA,
ERGP8146227,"ESTABLISHMENT OF HYDROLOGICAL MODELING LABORATORY AT NATIONAL WATER RESOURCES INSTITUTE, KADUNA",ONGOING,"25,390,222",252049001,NATIONAL WATER RESOURCES INSTITUTE- KADUNA,
ERGP8165385,"EMPOWERMENT TRAINING FOR YOUTHS ON WATER DRILLING, HOUSE HOLD WATER SYSTEM MANAGEMENT, RIG FABRICATION AND WATER PUMP TECHNOGY.",ONGOING,"42,323,204",252049001,NATIONAL WATER RESOURCES INSTITUTE- KADUNA,
ERGP8165391,HUMAN CAPITAL DEVELOPMENT FOR YOUTHS AND WOMEN IN GREEN HOUSE FARMING TECHNIQUES,ONGOING,"15,226,408",252049001,NATIONAL WATER RESOURCES INSTITUTE- KADUNA,
ERGP8241213,SUPPLY OF GRINDING MACHINE FOR RURAL FARMING COMMUNITIES IN MASKA OF FUNTUA LGA,ONGOING,"70,000,000",252049001,NATIONAL WATER RESOURCES INSTITUTE- KADUNA,
ERGP8241232,"TRAINING AND EMPOWERMENT OF YOUTH AND WOMEN ON GREEN HOUSE FARMING IN ZANGO KATAF/JABA FEDERAL CONSTITUENCY, KADUNA STATE",ONGOING,"21,000,000",252049001,NATIONAL WATER RESOURCES INSTITUTE- KADUNA,
ERGP8241234,"TRAINING AND EMPOWERMENT OF FARMERS IN DRY SEASON FARMING IN ZANGO KATAF/JABA FEDERAL CONSTITUENCY, KADUNA STATE",ONGOING,"21,000,000",252049001,NATIONAL WATER RESOURCES INSTITUTE- KADUNA,
ERGP8241239,"TRAINING AND EMPOWERMENT OF WOMEN IN SURULERE 1, FEDERAL CONSTITUENCY, LAGOS STATE.",ONGOING,"30,555,000",252049001,NATIONAL WATER RESOURCES INSTITUTE- KADUNA,
ERGP8241242,"EMPOWERMENT OF ZAGIN SARKI COMMUNITY, ZURU, KEBBI SOUTH SENATORIAL DISTRICT, KEBBI STATE",ONGOING,"9,275,000",252049001,NATIONAL WATER RESOURCES INSTITUTE- KADUNA,
ERGP15139890,"MONITORING AND EVALUATION OF CAPITAL PROJECTS, APPRAISAL AND VERIFICATION OF FUNDS AND ASSETS OF CATCHMENT OFFICES",ONGOING,"5,110,000",252050001,NIGERIA INTEGRATED WATER MANAGEMENT COMMISSION,
ERGP15143597,MONITORING OF PROJECTS/PROGRAMMES IMPLEMENTATION AND EVALUATION OF PERFORMANCE BY BUDGET OFFICERS AND INSPECTION OF BUDGET EXECUTION,ONGOING,"10,920,209",252050001,NIGERIA INTEGRATED WATER MANAGEMENT COMMISSION,
ERGP15202467,"INSTITUTIONAL STRENHTHENING ON ANTI-CORRUPTION, SERVICOM AND GENDER MAINSTREAMING IN THE HQ AND 8 CATCHMENT OFFICES",ONGOING,"10,605,000",252050001,NIGERIA INTEGRATED WATER MANAGEMENT COMMISSION,
ERGP16128503,"PROCUREMENT ACTIVITIES FOR CAPITAL PROJECTS (PROCUREMENT DUE PROCESS)
",ONGOING,"5,460,000",252050001,NIGERIA INTEGRATED WATER MANAGEMENT COMMISSION,
ERGP16128517,"PROCUREMENT OF OFFICE FURNITURE AND EQUIPMENT
",ONGOING,"5,145,697",252050001,NIGERIA INTEGRATED WATER MANAGEMENT COMMISSION,
ERGP25241271,CONSTRUCTION OF HEALTH CENTRES IN SOME SELECTED COMMUNITIES ACROSS EBONYI CENTRAL SENATORIAL DISTRICT.,ONGOING,"260,390,106",252050001,NIGERIA INTEGRATED WATER MANAGEMENT COMMISSION,
ERGP28139876,"PAYMENT OF OUTSTANDING LIABILITIES
",ONGOING,"14,000,000",252050001,NIGERIA INTEGRATED WATER MANAGEMENT COMMISSION,
ERGP28139906,"CURBING POLLUTION BY COMMERCIAL AND INDUSTRIAL WATER USERS
",ONGOING,"4,253,610",252050001,NIGERIA INTEGRATED WATER MANAGEMENT COMMISSION,
ERGP28139909,"PROTECTION AND DEVELOPMENT OF NATIONAL WATER SOURCES IN NIGERIA
",ONGOING,"5,146,400",252050001,NIGERIA INTEGRATED WATER MANAGEMENT COMMISSION,
ERGP28139929,FIELD/TECHNICAL SITE ASSESEMENT FOR THE ADMINISTRATION AND ISSUANCE OF WATER USE LICENCE,ONGOING,"7,035,000",252050001,NIGERIA INTEGRATED WATER MANAGEMENT COMMISSION,
ERGP28139932,"WATER RESOURCES REGULATIONS AND COORDINATION IN CATCHMENT OFFICES
",ONGOING,"7,390,775",252050001,NIGERIA INTEGRATED WATER MANAGEMENT COMMISSION,
ERGP28149954,STRENGTHENING OF THE HEADQUARTERS AND CATCHMENT MANAGEMENT OFFICES (EIGHT (8) ZONAL OFFICES),ONGOING,"7,327,600",252050001,NIGERIA INTEGRATED WATER MANAGEMENT COMMISSION,
ERGP28149958,"NATIONAL TECHNICAL SUB-COMMITTEE ON INTEGRATED WATER RESOURCES MANAGEMENT SECRETARIAT ACTIVITIES (REGULAR MEETINGS, WORKSHOP AND",ONGOING,"9,166,700",252050001,NIGERIA INTEGRATED WATER MANAGEMENT COMMISSION,
ERGP28149966,"PROVISION OF SECURITY INFRASTRUCTURE FOR THE COMMISSION
",ONGOING,"4,515,000",252050001,NIGERIA INTEGRATED WATER MANAGEMENT COMMISSION,
ERGP28168600,PREPARATION OF FRAMEWORK FOR WATER USE REGULATION FOR WATER METERING FOR IMPORTERS AND MANUFACTURERS,ONGOING,"7,105,000",252050001,NIGERIA INTEGRATED WATER MANAGEMENT COMMISSION,
ERGP28168613,SUPPORT FOR CONFLICT MANAGEMENT IN THE ENFORCEMENT OF THE WATER RESOURCES ACT.,ONGOING,"15,400,000",252050001,NIGERIA INTEGRATED WATER MANAGEMENT COMMISSION,
ERGP28168621,REGULARIZATIONS OF WATER USE LICENCE TERMS AND CONDITIONS; INTERFACE WITH LAW ENFORCEMENT AGENCIES (ENFORCEMENT) AND THE NATIONAL ASSEMBLY,ONGOING,"17,675,000",252050001,NIGERIA INTEGRATED WATER MANAGEMENT COMMISSION,
