code,ergp_line_item,status,amount,mda_code,agency,mother_ministry
ERGP1245581,COMPLETION OF FEMALE HOSTEL IN COLLEGE OF EDUCATION AND LEGAL STUDIES NAFADA AND FURNITURE,ONGOING,"70,000,000",215034001,"FEDERAL COLLEGE OF HORTICULTURE, DADIN-KOWA, GOMBE",
ERGP1245583,"PROVISION OF FERTILIZER TO FERMERS ACROSS BODINGA/ DANGE SHUNI/ TURETA FEDERAL CONSTITUENCY, SOKOTO STATE.",ONGOING,"70,000,000",215034001,"FEDERAL COLLEGE OF HORTICULTURE, DADIN-KOWA, GOMBE",
ERGP1245584,"PROVISION OF GRINDING MACHINES TO GOOD PEOPLE OF BODINGA/ DANGE SHUNI/ TURETA FEDERAL CONSTITUENCY, SOKOTO STATE.",ONGOING,"35,000,000",215034001,"FEDERAL COLLEGE OF HORTICULTURE, DADIN-KOWA, GOMBE",
ERGP1245585,TRAINING AND EMPOWERMENT OF YOUTHS IN IREPODUN/OROLU/OLORUNDA/OSOGBO FEDERAL CONSTITUENCY IN SHOE MAKING,ONGOING,"70,000,000",215034001,"FEDERAL COLLEGE OF HORTICULTURE, DADIN-KOWA, GOMBE",
ERGP1245586,"CONSTRUCTION OF SOLAR POWERED BOREHOLE IN KWARE/WAMAKO FED CONST, SOKOTO STATE",ONGOING,"35,000,000",215034001,"FEDERAL COLLEGE OF HORTICULTURE, DADIN-KOWA, GOMBE",
ERGP1245589,ERGP21250252: PROVISION OF LIVESTOCK WATERING POINTS AND EFFICIENT LIGHTING IN VARIOUS LOCATIONS OF PASTORAL COMMUNITIES IN THE SIX GEO,ONGOING,"1,400,000,000",215034001,"FEDERAL COLLEGE OF HORTICULTURE, DADIN-KOWA, GOMBE",
ERGP1245590,ERGP21250288: PROVISION OF MOBILITY SERVICES FOR FARMERS TO EASE ACCESS TO FARMS AND MARKETS (MULTIPLE LOTS),ONGOING,"1,400,000,000",215034001,"FEDERAL COLLEGE OF HORTICULTURE, DADIN-KOWA, GOMBE",
ERGP1245591,"ERGP21250280: SUPPLY OF FOOD ITEMS ACROSS THE NATION (MULTIPLE LOTS)
",ONGOING,"1,400,000,000",215034001,"FEDERAL COLLEGE OF HORTICULTURE, DADIN-KOWA, GOMBE",
ERGP1245592,"PROVISION OF GRAINS TO THE VULNERABLE COMMUNITIES IN BAFAI GORA AND ENVIRONS IN ZANGO KATAF, KADUNA STATE",ONGOING,"140,000,000",215034001,"FEDERAL COLLEGE OF HORTICULTURE, DADIN-KOWA, GOMBE",
ERGP1245594,"PROVISION AND INSTALLATION OF ELECTRIC POLES, TRANSFORMERS AND ACCESSORIES IN MABUSHI, ZK/J FC, KADUNA STATE",ONGOING,"105,000,000",215034001,"FEDERAL COLLEGE OF HORTICULTURE, DADIN-KOWA, GOMBE",
ERGP1245595,"PROVISION OF FERTILIZERS TO FARMERS IN SAMARU ATYAP, KWOI JABA AND OTHER SELECTED FARMING COMMUNITIES OF KADUNA STATE",ONGOING,"70,000,000",215034001,"FEDERAL COLLEGE OF HORTICULTURE, DADIN-KOWA, GOMBE",
ERGP1245596,"PROVISION OF FERTILIZERS TO FARMERS IN JANKASSA, MAGAMIYA AND OTHER COMMUNITIES IN KADUNA STATE",ONGOING,"70,000,000",215034001,"FEDERAL COLLEGE OF HORTICULTURE, DADIN-KOWA, GOMBE",
ERGP1245597,"SUPPLY OF EMPOWERMENT MATERIALS TO EASE MOBILITY OF FARMERS AND ARTISANS TO THEIR PRODUCTS AND SERVICES IN AKKO FEDERAL CONSTITUENCY, GOMBE STATE",ONGOING,"350,000,000",215034001,"FEDERAL COLLEGE OF HORTICULTURE, DADIN-KOWA, GOMBE",
ERGP1245598,"SUPPLY OF EMPOWERMENT ITEMS INCLUDING VEHICLES, TRICYCLE PICKUP AND MOTORCYCLES IN GOMBE STATE",ONGOING,"490,000,000",215034001,"FEDERAL COLLEGE OF HORTICULTURE, DADIN-KOWA, GOMBE",
ERGP1245599,"CONSTRUCTION OF RURAL ROADS, CULVERTS AND DRAINAGE IN SOME SELECTED COMMUNITIES OF GOMBE STATE (MULTIPLE LOTS)",ONGOING,"700,000,000",215034001,"FEDERAL COLLEGE OF HORTICULTURE, DADIN-KOWA, GOMBE",
ERGP1245600,"SUPPLY OF EDUCATIONAL MATERIALS AND FURNISHING OF PRIMARY SCHOOLS IN BALANGA/BILLIRI FEDERAL CONSTITUENCY, GOMBE STATE",ONGOING,"140,000,000",215034001,"FEDERAL COLLEGE OF HORTICULTURE, DADIN-KOWA, GOMBE",
ERGP1245601,"CONSTRUCTION OF RURAL ACCESS ROAD FOR AGRICULTURE BASED VILLAGE IN MONKIN, ZING LGA, TARABA STATE",ONGOING,"700,000,000",215034001,"FEDERAL COLLEGE OF HORTICULTURE, DADIN-KOWA, GOMBE",
ERGP1245602,"PROVISION OF TRACTORS AND HEAVY EQUIPMENT FOR FARMERS IN IBARAPA CENTRAL & IBARAPA NORTH FEDERAL CONSTITUENCY, OYO STATE.",ONGOING,"175,000,000",215034001,"FEDERAL COLLEGE OF HORTICULTURE, DADIN-KOWA, GOMBE",
ERGP1245603,"CONSTRUCTION AND INSTALLATION OF SOLAR STREET LIGHTS IN KAFIN DULUMI, SABON GARIN NABARDO AND GUMAU , TORO LGA BAUCHI STATE",ONGOING,"210,000,000",215034001,"FEDERAL COLLEGE OF HORTICULTURE, DADIN-KOWA, GOMBE",
ERGP1245604,SUPPLY OF GRAINS AND FOOD STUFFS TO SELECTED LGAs IN THE NORTH EAST ZONE (MULTIPLE LOTS),ONGOING,"700,000,000",215034001,"FEDERAL COLLEGE OF HORTICULTURE, DADIN-KOWA, GOMBE",
ERGP23169144,"RENOVATION OF EXISTING STRUCTURES
",ONGOING,"769,989,500",215034001,"FEDERAL COLLEGE OF HORTICULTURE, DADIN-KOWA, GOMBE",
ERGP23184024,"CONSTRUCTION AND EQUIPPING OF E-EXTENSION SERVICES CENTRE
",ONGOING,"154,004,200",215034001,"FEDERAL COLLEGE OF HORTICULTURE, DADIN-KOWA, GOMBE",
ERGP23184034,"MENTORING OF YOUTHS AND WOMEN ON HORTICULTURAL BEST PRACTICES
",ONGOING,"1,434,998,250",215034001,"FEDERAL COLLEGE OF HORTICULTURE, DADIN-KOWA, GOMBE",
ERGP23219602,"CONSTRUCTION OF CLASSROOMS IN VARIOUS LOCATIONS IN KANO STATE
",ONGOING,"2,100,000",215034001,"FEDERAL COLLEGE OF HORTICULTURE, DADIN-KOWA, GOMBE",
ERGP27169283,"CONSTRUCTION OF OFFICE COMPLEX.
",ONGOING,"119,002,800",215034001,"FEDERAL COLLEGE OF HORTICULTURE, DADIN-KOWA, GOMBE",
ERGP28110369,"CONSTRUCTION OF RESERVOIR AND WATER RATICULATION IN THE COLLEGE.
",ONGOING,"24,359,266",215034001,"FEDERAL COLLEGE OF HORTICULTURE, DADIN-KOWA, GOMBE",
ERGP30219514,"CONSTRUCTION AND EQUIPPING OF LABORATORY
",ONGOING,"35,021,000",215034001,"FEDERAL COLLEGE OF HORTICULTURE, DADIN-KOWA, GOMBE",
ERGP30219590,TRAINING AND EMPOWERMENT OF YOUTHS AND WOMEN IN SMALL-SCALE BUSINESSES IN VARIOUS FEDERAL CONSTITUENCIES (MULTIPLE LOTS),ONGOING,"702,100,000",215034001,"FEDERAL COLLEGE OF HORTICULTURE, DADIN-KOWA, GOMBE",
ERGP5137079,"DEVELOPING MODEL HORTICULTURE IN SUB SAHARAN AFRICA AS COMPARED TO FOREIGN (EUROPE, AMERICA AND ASIA) HORTICULTURE.",ONGOING,"69,986,000",215034001,"FEDERAL COLLEGE OF HORTICULTURE, DADIN-KOWA, GOMBE",
ERGP5198625,CONSTRUCTION OF SKILLS ACQUISITION/COMPUTER BASED TEST CENTRES IN THE COLLEGE.,ONGOING,"14,000,000",215034001,"FEDERAL COLLEGE OF HORTICULTURE, DADIN-KOWA, GOMBE",
ERGP5198765,"CONSTRUCTION OF SPORTING AND RECREATIONAL CENTRE IN THE COLLEGE
",ONGOING,"14,000,000",215034001,"FEDERAL COLLEGE OF HORTICULTURE, DADIN-KOWA, GOMBE",
ERGP5199015,"CONSTRUCTION AND FURNISHING OF BLOCKS OF CLASSROOMS ACROSS THE COLLEGE
",ONGOING,"14,000,000",215034001,"FEDERAL COLLEGE OF HORTICULTURE, DADIN-KOWA, GOMBE",
ERGP5199290,"CONSTRUCTION AND EQUIPPING OF VETRINARY CLINIC IN THE COLLEGE
",ONGOING,"7,000,000",215034001,"FEDERAL COLLEGE OF HORTICULTURE, DADIN-KOWA, GOMBE",
ERGP5219592,SUPPLY OF FARM IMPLEMENTS AND TO FARMERS IN VARIOUS LOCATIONS IN THE SIX GEOPOLITICAL ZONES. (MULTIPLE LOTS),ONGOING,"1,052,100,000",215034001,"FEDERAL COLLEGE OF HORTICULTURE, DADIN-KOWA, GOMBE",
ERGP8184038,"MENTORING OF YOUTHS AND WOMEN ON POST HARVEST LOSSES AND MANAGEMENT
",ONGOING,"34,998,250",215034001,"FEDERAL COLLEGE OF HORTICULTURE, DADIN-KOWA, GOMBE",
ERGP5194851,PREMIUM SUBSIDY OBLIGATION OF THE FEDERAL GOVERNMENT TO NIGERIAN FARMERS IN SOUTH-WEST REGION,ONGOING,"555,905,836",215035001,NATIONAL AGRICULTURAL INSURANCE CORPORATION (NAIC),
ERGP5194852,PREMIUM SUBSIDY OBLIGATION OF THE FEDERAL GOVERNMENT TO NIGERIAN FARMERS IN SOUTH-EAST REGION,ONGOING,"96,246,384",215035001,NATIONAL AGRICULTURAL INSURANCE CORPORATION (NAIC),
ERGP5194853,PREMIUM SUBSIDY OBLIGATION OF THE FEDERAL GOVERNMENT TO NIGERIAN FARMERS IN SOUTH-SOUTH REGION,ONGOING,"253,559,438",215035001,NATIONAL AGRICULTURAL INSURANCE CORPORATION (NAIC),
ERGP5194854,PREMIUM SUBSIDY OBLIGATION OF THE FEDERAL GOVERNMENT TO NIGERIAN FARMERS IN NORTH-EAST REGION,ONGOING,"124,124,646",215035001,NATIONAL AGRICULTURAL INSURANCE CORPORATION (NAIC),
ERGP5194855,PREMIUM SUBSIDY OBLIGATION OF THE FEDERAL GOVERNMENT TO NIGERIAN FARMERS IN NORTH-WEST REGION,ONGOING,"82,141,310",215035001,NATIONAL AGRICULTURAL INSURANCE CORPORATION (NAIC),
ERGP5194856,PREMIUM SUBSIDY OBLIGATION OF THE FEDERAL GOVERNMENT TO NIGERIAN FARMERS IN NORTH-CENTRAL REGION,ONGOING,"547,442,792",215035001,NATIONAL AGRICULTURAL INSURANCE CORPORATION (NAIC),
ERGP30126517,ACCREDITATION OF SOIL SCIENCE PROGRAMME AND LABORATORIES IN THE SIX GEO POLITICAL ZONES IN NIGERIA,ONGOING,"67,526,000",215037001,NIGERIAN INSTITUTE OF SOIL SCIENCE (NISS) HQTRS,
ERGP30126537,DEVELOPMENT OF INDUSTRY STANDARDS AND INSPECTORATE,ONGOING,"48,697,235",215037001,NIGERIAN INSTITUTE OF SOIL SCIENCE (NISS) HQTRS,
ERGP30126555,RESEARCH ON THE MANAGEMENT OF ACID AND SALINE SOILS IN NIGERIA,ONGOING,"64,859,300",215037001,NIGERIAN INSTITUTE OF SOIL SCIENCE (NISS) HQTRS,
ERGP30126563,"ESTABLISHMENT/MAINTENANCE OF A WEBSITE IN THE NISS HEADQUARTERS, ABUJA.",ONGOING,"5,881,725",215037001,NIGERIAN INSTITUTE OF SOIL SCIENCE (NISS) HQTRS,
ERGP30170515,PROVISION OF ENHANCED AIDS TO PROMOTE INTEREST IN THE STUDY AND PRACTICES OF SOIL SCIENCE TO ENSURE BETTER SOIL FERTILITY MANAGEMENT IN,ONGOING,"36,286,900",215037001,NIGERIAN INSTITUTE OF SOIL SCIENCE (NISS) HQTRS,
ERGP30170680,PROMOTION OF CROP-SITE SPECIFIC FERTILIZERS IN THE FERTILIZER SECTOR IN NIGERIA,ONGOING,"48,695,000",215037001,NIGERIAN INSTITUTE OF SOIL SCIENCE (NISS) HQTRS,
ERGP30193173,RESEARCH PROGRAMME ON THE PROTECTION AND MANAGEMENT OF SOIL RESOURCES TO PROMOTE HEALTHY SOILS IN NIGERIA,ONGOING,"55,396,700",215037001,NIGERIAN INSTITUTE OF SOIL SCIENCE (NISS) HQTRS,
ERGP30193175,PROVISION OF RESEARCH AIDS ON CLIMATE-SMART AGRICULTURAL PRACTICES TO PROMOTE FOOD SECURITY IN NIGERIA,ONGOING,"68,958,720",215037001,NIGERIAN INSTITUTE OF SOIL SCIENCE (NISS) HQTRS,
ERGP5114238,"AGRICULTURAL RESEARCH AND INNOVATION ON SOIL IN THE SIX GEO POLITICAL ZONES, IN NIGERIA.",ONGOING,"53,698,420",215037001,NIGERIAN INSTITUTE OF SOIL SCIENCE (NISS) HQTRS,
ERGP5138878,ON-SITE MONITORING & EVALUATION OF NISS PROJECTS IN THE SIX GEO POLITICAL ZONES IN NIGERIA,ONGOING,"50,000,000",215037001,NIGERIAN INSTITUTE OF SOIL SCIENCE (NISS) HQTRS,
ERGP1246692,CONSTRUCTION AND INSTALLATION OF HIGH CAPACITIES SOLAR POWERED BOREHOLES IN RURAL COMMUNITIES ACROSS KADUNA SOUTH (LOT A-E),ONGOING,"350,000,000",215050001,"NIGERIA STORED PRODUCTS RESEARCH, ILORIN",
ERGP1246693,SUPPLY AND DISTRIBUTION OF ASSORTED GRAINS TO BOOST FOOD SECURITY ACROSS KADUNA SOUTH.,ONGOING,"350,000,000",215050001,"NIGERIA STORED PRODUCTS RESEARCH, ILORIN",
ERGP1246694,"SUPPLY OF SOLAR WATER PUMPS, CHEMICAL SPRAYERS AND FERTILIZERS INCLUDING FOOD GRAINS FOR THE PEOPLE AND FARMERS IN KATSINA NORTH.",ONGOING,"350,000,000",215050001,"NIGERIA STORED PRODUCTS RESEARCH, ILORIN",
ERGP1246695,CONSTRUCTION OF HAND PUMPS BOREHOLES AND DRINKING BAYS FOR CATTLES REARERS ACROSS KATSINA NORTH.,ONGOING,"280,000,000",215050001,"NIGERIA STORED PRODUCTS RESEARCH, ILORIN",
ERGP1246696,"CONSTRUCTION OF SOLAR POWERS BOREHOLES IN SELECTED COMMUNITIES IN NASSARAWA WEST LGA, NASSARAWA STATE",ONGOING,"70,000,000",215050001,"NIGERIA STORED PRODUCTS RESEARCH, ILORIN",
ERGP1246697,"""PROVISION OF FARM IMPLEMENTS AND EMPOWERMENT OF YOUTHS AND WOMEN OF SELECTED FARM CLUSTERS IN COMMUNITIES OF IDAH LGA, KOGI""",ONGOING,"70,000,000",215050001,"NIGERIA STORED PRODUCTS RESEARCH, ILORIN",
ERGP1246698,"HUMAN CAPITAL DEVELOPMENT OF YOUTHS AND WOMEN OF SELECTED COMMUNITIES OF OFU LGA, KOGI STATE ON MODERN AGRICULTURAL PRACTICES &",ONGOING,"70,000,000",215050001,"NIGERIA STORED PRODUCTS RESEARCH, ILORIN",
ERGP1246699,"EMPLOYMENT PROGRAM FOR YOUTHS AND WOMEN ACROSS 8 LGAÃ¢â¬â¢S IN JIGAWA NORTH EAST SENATORIAL DISTRICT, JIGAWA STATE",ONGOING,"70,000,000",215050001,"NIGERIA STORED PRODUCTS RESEARCH, ILORIN",
ERGP1246700,"RENOVATION OF TWO CLASSROOM BLOCKS IN GOVERNMENT SECONDARY SCHOOL, NUMAN, ADAMAWA SOUTH SENATORIAL DISTRICT",ONGOING,"70,000,000",215050001,"NIGERIA STORED PRODUCTS RESEARCH, ILORIN",
ERGP1246701,"COMMUNITY SURVEILLANCE AND POLICING WITHIN MUSAWA/MATAZU FEDERAL CONSTITUENCY, KATSINA STATE.",ONGOING,"350,000,000",215050001,"NIGERIA STORED PRODUCTS RESEARCH, ILORIN",
ERGP1246702,CONSTRUCTION OF SOLAR POWERED BOREHOLE ACROSS ALKALERI/KIRFI FEDERAL CONSTITUENCY,ONGOING,"52,500,000",215050001,"NIGERIA STORED PRODUCTS RESEARCH, ILORIN",
ERGP1246703,"PROVISION OF GRAINS TO AMELIORATE POVERTY IN OWAN WEST LOCAL GOVERNMENT AREA, EDO STATE",ONGOING,"210,000,000",215050001,"NIGERIA STORED PRODUCTS RESEARCH, ILORIN",
ERGP1246704,"PROVISION OF GRAINS TO AMELIORATE POVERTY IN OWAN EAST LOCAL GOVERNMENT AREA, EDO STATE",ONGOING,"210,000,000",215050001,"NIGERIA STORED PRODUCTS RESEARCH, ILORIN",
ERGP1246705,PROVISION AND DISTRIBUTION OF MOTOCYCLES TO THE YOUTHS IN VARIOUS SELECTED COMMUNITIES IN GOMBE STATE (MULTIPLE LOTS),ONGOING,"350,000,000",215050001,"NIGERIA STORED PRODUCTS RESEARCH, ILORIN",
ERGP1246706,CONSTRUCTION OF 1 BLOCK OF 3 CLASSROOM IN SOME SELECTED COMMUNITIES IN NORTH EAST AND OTHER PARTS OF THE COUNTRY TO ASSIST STUDENTS IN LEARNING,ONGOING,"350,000,000",215050001,"NIGERIA STORED PRODUCTS RESEARCH, ILORIN",
ERGP1246707,"PURCHASE OF MOTORCYCLES FOR YOUTH IN DALA FEDERAL CONSTITUENCY, KANO STATE (MULITPLE LOTS)",ONGOING,"350,000,000",215050001,"NIGERIA STORED PRODUCTS RESEARCH, ILORIN",
ERGP1246708,CONSTRUCTION OF DIFFERENT TYPES OF HOUSES TO SUIT THE NEEDS OF THE PEOPLE IN SOME SELECTED LOCATIONS OF ANAMBRA STATE (AT 500M PER LOT),ONGOING,"700,000,000",215050001,"NIGERIA STORED PRODUCTS RESEARCH, ILORIN",
ERGP1246709,ENCOURAGING THE YOUTHS WITH THE SUPPLY OF EMPOWERMENT ITEMS TO IMPROVE ON THEIR MEANS OF LIVELIHOOD IN SELECTED LOCATIONS IN,ONGOING,"560,000,000",215050001,"NIGERIA STORED PRODUCTS RESEARCH, ILORIN",
ERGP1246710,CONSTRUCTION OF OLU GBEDE CENTRAL PALACE IN IJUMU LOCAL GOVERNMENT OF KOGI STATE LOT 1-2,ONGOING,"210,000,000",215050001,"NIGERIA STORED PRODUCTS RESEARCH, ILORIN",
ERGP1246711,PROCUREMENT AND SUPPLY OF MOTORCYCLES AND SEWING MACHINES FOR EMPWERMENT OF YOUTH AND WOMEN IN BATSARI/SAFANA/DANMUSA FEDERAL,ONGOING,"21,000,000",215050001,"NIGERIA STORED PRODUCTS RESEARCH, ILORIN",
ERGP1246712,"CONSTRUCTION OF INDUSTRIAL BOREHOLES AT SELECTED LOCATIONS ACROSS SUKUL/LAMZ COMMUNITIES, NORTH EAST",ONGOING,"49,000,000",215050001,"NIGERIA STORED PRODUCTS RESEARCH, ILORIN",
ERGP1246713,"CONSTRUCTION AND INSTALLATION OF RURAL ELECTRIFICATION IN ADO/OKPOKWU/OGBDIBO FEDERAL CONSTITUENCY, BENUE STATE",ONGOING,"140,000,000",215050001,"NIGERIA STORED PRODUCTS RESEARCH, ILORIN",
ERGP1246714,"SUPPLY AND INSTALLATION OF SOLAR STREETLIGHTS IN SELECTED COMMUNITIES OF GADA GORONYO, SOKOTO STATE",ONGOING,"350,000,000",215050001,"NIGERIA STORED PRODUCTS RESEARCH, ILORIN",
ERGP1246715,"CONSTRUCTION OF MINI SPORTS CENTER IN GWANA DISTRICT, ALKALERI, BAUCHI STATE",ONGOING,"350,000,000",215050001,"NIGERIA STORED PRODUCTS RESEARCH, ILORIN",
ERGP1246716,"PROCUREMENT OF AGRICULTURAL MACHINES MOBILITY FOR COOPERATIVE SOCIETY SOCIETIES IN ADO/OKPOKWU/OGBDIBO FEDERAL CONSTITUENCY, BENUE STATE",ONGOING,"140,000,000",215050001,"NIGERIA STORED PRODUCTS RESEARCH, ILORIN",
ERGP1246717,"CONSTRUCTION OF FARMERS MARKET IN ADO/OKPOKWU/OGBDIBO FEDERAL CONSTITUENCY, BENUE STATE",ONGOING,"140,000,000",215050001,"NIGERIA STORED PRODUCTS RESEARCH, ILORIN",
ERGP1246718,"CONSTRUCTION OF SOLAR BOREHOLES AND STREET LIGHTS IN ADO/OKPOKWU/OGBDIBO FEDERAL CONSTITUENCY, BENUE STATE",ONGOING,"280,000,000",215050001,"NIGERIA STORED PRODUCTS RESEARCH, ILORIN",
ERGP1246719,"SUPPLY OF RECHARGEABLE SOLAR LIGHTS TO KONTAGORA LGA, NIGER STATE
",ONGOING,"35,000,000",215050001,"NIGERIA STORED PRODUCTS RESEARCH, ILORIN",
ERGP1246720,"CONSTRUCTION OF MULTI PURPOSE HALL AT ASHINA BENUE STATE.
",ONGOING,"350,000,000",215050001,"NIGERIA STORED PRODUCTS RESEARCH, ILORIN",
ERGP1246721,"COMPLETION OF 3-STOREY, 2-STOREY GOVERNMENT STAFF QUARTERS AND OFFICE BUILDING AT NAKA, BENUE STATE.",ONGOING,"140,000,000",215050001,"NIGERIA STORED PRODUCTS RESEARCH, ILORIN",
ERGP1246722,"PROVISION OF SOLAR STREET LIGHTS IN GWER TOWNSHIP SETTLEMENTS, BENUE STATE.",ONGOING,"140,000,000",215050001,"NIGERIA STORED PRODUCTS RESEARCH, ILORIN",
ERGP1246723,ENCOURAGING THE YOUTHS TO ENGAGE IN MEANINGFUL ENTREPRENEURIAL ACTIVITIES WITH THE PROVISION OF EMPOWERMENT ITEMS IN SOME SELECTED,ONGOING,"175,000,000",215050001,"NIGERIA STORED PRODUCTS RESEARCH, ILORIN",
ERGP1246724,"CONSTRUCTION OF HIGH CAPACITY SOLAR POWERED BOREHOLES IN KAJOLA, KABBA TOWN, KOGI STATE.",ONGOING,"17,500,000",215050001,"NIGERIA STORED PRODUCTS RESEARCH, ILORIN",
ERGP1246725,"STRATEGIC EMPOWERMENT IN AGWARA/BORGU FEDERAL CONSTITUENCY, NIGER STATE",ONGOING,"70,000,000",215050001,"NIGERIA STORED PRODUCTS RESEARCH, ILORIN",
ERGP1246726,"CONSTRUCTION OF SOLAR POWERED BOREHOLES IN SELECTED LOCATIONS IN ILORIN WEST/ASA FEDERAL CONSTITUENCY, KWARA STATE.",ONGOING,"140,000,000",215050001,"NIGERIA STORED PRODUCTS RESEARCH, ILORIN",
ERGP1246727,"SUPPLY AND INSTALLATION OF 200M BY 33KVA IN AGRIC QUARTERS MINNA, NIGER STATE.",ONGOING,"21,000,000",215050001,"NIGERIA STORED PRODUCTS RESEARCH, ILORIN",
ERGP1246728,RENOVATION GAMON OF HEALTH CENTRE IN IFELODUN/OFFA/OYUN FEDERAL CONSTITUENCY,ONGOING,"21,000,000",215050001,"NIGERIA STORED PRODUCTS RESEARCH, ILORIN",
ERGP1246729,"PROVISION OF EMPOWERMENT MATERIALS FOR FARMERS IN LAFIA/OBI FEDERAL CONSTITUENCY, NASARAWA STATE",ONGOING,"70,000,000",215050001,"NIGERIA STORED PRODUCTS RESEARCH, ILORIN",
ERGP1246730,INCREASING AGRICULTURAL YIELDS WITH THE PROVISION OF VEHICLES FOR FARM GUARDS TO ENABLE THEM EFFECTIVELY SECURE FARM LANDS IN SELECTED,ONGOING,"70,000,000",215050001,"NIGERIA STORED PRODUCTS RESEARCH, ILORIN",
ERGP1246731,IMPROVING AGRO-ECONOMIC OUTPUT WITH THE SUPPLY OF FARMING IMPLEMENTS TO SELECTED FARMING COMMUNITIES WITHIN THE FCT (MULTIPLE LOTS),ONGOING,"105,000,000",215050001,"NIGERIA STORED PRODUCTS RESEARCH, ILORIN",
ERGP1246732,"SUPPLY OF GRAINS AND AGRICULTURAL IMPLEMENTS IN JADA LGA, ADAMAWA STATE
",ONGOING,"210,000,000",215050001,"NIGERIA STORED PRODUCTS RESEARCH, ILORIN",
ERGP1246733,"INSTALLATION OF SOLAR MINI-GRIDS IN SOME SELLECTED LOCATIONS ACROSS MAIDUGURI METROPOLITAN FEDERAL CONSTITUENCY, BORNO STATE",ONGOING,"490,000,000",215050001,"NIGERIA STORED PRODUCTS RESEARCH, ILORIN",
ERGP1246734,CONSTRUCTION OF AL-IN-ONE SOLAR STREET LIGHTS TO LIGHTEN UP RURAL FARM ROADS IN SELECTED LOCATIONS IN TARABA STATE,ONGOING,"140,000,000",215050001,"NIGERIA STORED PRODUCTS RESEARCH, ILORIN",
ERGP1246735,"PROVISION OF FULLY EQUIPPED ELECTRICAL/ ELECTRONIC WORKSHOP AT MAI IDRIS ALOOMA POLYTECHNIC IN GEIDAM L.G.A, BURSARI/ GEIDAM/ YUNUSARI FEDERAL",ONGOING,"140,000,000",215050001,"NIGERIA STORED PRODUCTS RESEARCH, ILORIN",
ERGP1246736,"CONSTRUCTION OF SOLAR MINI-GRID IN BURSARI/ GEIDAM/YUNUSARI FEDERAL CONSTITUENCY, YOBE STATE",ONGOING,"140,000,000",215050001,"NIGERIA STORED PRODUCTS RESEARCH, ILORIN",
ERGP1246737,"PROCUREMENT OF SOLAR WATER PUMPS FOR IRRIGATION FARMERS ACROSS BURSARI/ GEIDAM/ YUNUSARI FEDERAL CONSTITUENCY, YOBE STATE",ONGOING,"70,000,000",215050001,"NIGERIA STORED PRODUCTS RESEARCH, ILORIN",
ERGP1246738,"PROVISION OF SOLAR STREET LIGHTS IN SELECTED COMMUNITIES OF FIKA/FUNE FEDERAL CONSTITUENCY, YOBE STATE.",ONGOING,"140,000,000",215050001,"NIGERIA STORED PRODUCTS RESEARCH, ILORIN",
ERGP1246739,ENHANCING MEANS OF LIVELIHOOD BY EMPOWERING THE YOUTHS WITH DIFFERENT EMPOWERMENT ITEMS IN SOME RURAL COMMUNITIES OF BASARI/SAFANA/ DANMUSA,ONGOING,"105,000,000",215050001,"NIGERIA STORED PRODUCTS RESEARCH, ILORIN",
ERGP1246740,"PROVISION OF EMPOWERMENT ITEMS FOR YOUTHS TO ENGAGE THEM IN MORE AGRO- ECONOMIC ACTIVITIES IN NNEWI NORTH-SOUTH/EKWUSIGO FEDERAL CONSTITUENCY,",ONGOING,"140,000,000",215050001,"NIGERIA STORED PRODUCTS RESEARCH, ILORIN",
ERGP1246741,DISTRIBUTION OF AGRICULTURAL INPUTS TO RURAL FARMERS IN OGBIA FEDERAL CONSTITUENCY,ONGOING,"70,000,000",215050001,"NIGERIA STORED PRODUCTS RESEARCH, ILORIN",
ERGP1246742,"REHABILITATION OF ROADS IN AFIJIO/ATIBA/OYO EAST AND WEST FEDERAL CONSTITUENCY, OYO STATE.",ONGOING,"280,000,000",215050001,"NIGERIA STORED PRODUCTS RESEARCH, ILORIN",
ERGP1246743,"SUPPLY OF GRAINS (RICE) FOR IBARAPA EAST/IDO FEDERAL CONSTITUENCY, OYO STATE",ONGOING,"70,000,000",215050001,"NIGERIA STORED PRODUCTS RESEARCH, ILORIN",
ERGP1246744,"AGRICULTURAL CAPACITY BUILDING TRAINING FOR SELECTED CONSTITUENTS OF MAIDUGURI METROPOLITAN FEDERAL CONSTITUENCY, BORNO STATE",ONGOING,"280,000,000",215050001,"NIGERIA STORED PRODUCTS RESEARCH, ILORIN",
ERGP1246745,SUPPLY OF TRACTOR AND IMPLEMENTS FOR FARMERS IN BENUE NORTH CENTRAL NIGERIA.,ONGOING,"70,000,000",215050001,"NIGERIA STORED PRODUCTS RESEARCH, ILORIN",
ERGP1246746,SUPPLY OF TRICYCLES FOR YOUTH AND WOMEN EMPOWERMENT ACROSS COMMUNITIES IN MAKURDI GUMA FEDERAL CONSTITUENCY.,ONGOING,"70,000,000",215050001,"NIGERIA STORED PRODUCTS RESEARCH, ILORIN",
ERGP1246747,SUPPLY OF AGRICULTURAL EMPOWERMENT ITEMS TO SELECTED FARMING COMMUNITIES IN KATSINA TO ENCOURAGE THEIR AGRICULTURAL PRODUCTIVITY,ONGOING,"262,500,000",215050001,"NIGERIA STORED PRODUCTS RESEARCH, ILORIN",
